일곱여달,,,,NR,*,T,일곱여달,*,*,*,*,*
일곱여덟,,,,NR,*,T,일곱여덟,*,*,*,*,*
일곱째,,,,NR,*,F,일곱째,*,*,*,*,*
일구,,,,NR,*,F,일구,*,*,*,*,*
일구여덟,,,,NR,*,T,일구여덟,*,*,*,*,*
일굽,,,,NR,*,T,일굽,*,*,*,*,*
일꼬,,,,NR,*,F,일꼬,*,*,*,*,*
일른,,,,NR,*,T,일른,*,*,*,*,*
일백,,,,NR,*,T,일백,*,*,*,*,*
일여덟째,,,,NR,*,F,일여덟째,*,*,*,*,*
일천,,,,NR,*,T,일천,*,*,*,*,*
일큰,,,,NR,*,T,일큰,*,*,*,*,*
일훈,,,,NR,*,T,일훈,*,*,*,*,*
일흔,,,,NR,*,T,일흔,*,*,*,*,*
잇여덜,,,,NR,*,T,잇여덜,*,*,*,*,*
자,,,,NR,*,F,자,*,*,*,*,*
재,,,,NR,*,F,재,*,*,*,*,*
정,,,,NR,*,T,정,*,*,*,*,*
조,,,,NR,*,F,조,*,*,*,*,*
준순,,,,NR,*,T,준순,*,*,*,*,*
즈믄,,,,NR,*,T,즈믄,*,*,*,*,*
진,,,,NR,*,T,진,*,*,*,*,*
찰나,,,,NR,*,F,찰나,*,*,*,*,*
천,,,,NR,*,T,천,*,*,*,*,*
천만,,,,NR,*,T,천만,*,*,*,*,*
첫재,,,,NR,*,F,첫재,*,*,*,*,*
첫짜,,,,NR,*,F,첫짜,*,*,*,*,*
첫째,,,,NR,*,F,첫째,*,*,*,*,*
첫차,,,,NR,*,F,첫차,*,*,*,*,*
청,,,,NR,*,T,청,*,*,*,*,*
청정,,,,NR,*,T,청정,*,*,*,*,*
칠,,,,NR,*,T,칠,*,*,*,*,*
칠십,,,,NR,*,T,칠십,*,*,*,*,*
탄지,,,,NR,*,F,탄지,*,*,*,*,*
팔,,,,NR,*,T,팔,*,*,*,*,*
팔십,,,,NR,*,T,팔십,*,*,*,*,*
푼,,,,NR,*,T,푼,*,*,*,*,*
하나,,,,NR,*,F,하나,*,*,*,*,*
하나둘,,,,NR,*,T,하나둘,*,*,*,*,*
하낙,,,,NR,*,T,하낙,*,*,*,*,*
하내,,,,NR,*,F,하내,*,*,*,*,*
하내기,,,,NR,*,F,하내기,*,*,*,*,*
하내이,,,,NR,*,F,하내이,*,*,*,*,*
한둘,,,,NR,*,T,한둘,*,*,*,*,*
한나,,,,NR,*,F,한나,*,*,*,*,*
한내,,,,NR,*,F,한내,*,*,*,*,*
한두째,,,,NR,*,F,한두째,*,*,*,*,*
항하사,,,,NR,*,F,항하사,*,*,*,*,*
해,,,,NR,*,F,해,*,*,*,*,*
허,,,,NR,*,F,허,*,*,*,*,*
허공,,,,NR,*,T,허공,*,*,*,*,*
혀나믄,,,,NR,*,T,혀나믄,*,*,*,*,*
호,,,,NR,*,F,호,*,*,*,*,*
홀,,,,NR,*,T,홀,*,*,*,*,*
구백,,,,NR,*,T,구백,*,*,*,*,*
백억,,,,NR,*,T,백억,*,*,*,*,*
사만,,,,NR,*,T,사만,*,*,*,*,*
사오만,,,,NR,*,T,사오만,*,*,*,*,*
사오십,,,,NR,*,T,사오십,*,*,*,*,*
삼만,,,,NR,*,T,삼만,*,*,*,*,*
삼백만,,,,NR,*,T,삼백만,*,*,*,*,*
삼사만,,,,NR,*,T,삼사만,*,*,*,*,*
삼사천,,,,NR,*,T,삼사천,*,*,*,*,*
삼십만,,,,NR,*,T,삼십만,*,*,*,*,*
삼천,,,,NR,*,T,삼천,*,*,*,*,*
세째,,,,NR,*,F,세째,*,*,*,*,*
십수,,,,NR,*,F,십수,*,*,*,*,*
십억,,,,NR,*,T,십억,*,*,*,*,*
십오,,,,NR,*,F,십오,*,*,*,*,*
십오만,,,,NR,*,T,십오만,*,*,*,*,*
십팔,,,,NR,*,T,십팔,*,*,*,*,*
억만,,,,NR,*,T,억만,*,*,*,*,*
여만,,,,NR,*,T,여만,*,*,*,*,*
열다섯,,,,NR,*,T,열다섯,*,*,*,*,*
열두,,,,NR,*,F,열두,*,*,*,*,*
열여덟,,,,NR,*,T,열여덟,*,*,*,*,*
열여섯,,,,NR,*,T,열여섯,*,*,*,*,*
오백,,,,NR,*,T,오백,*,*,*,*,*
